title,channel_title,category,views,likes,comment_count,engagement_rate,like_ratio,sentiment,publish_country,published_day_of_week,publish_hour,title_length,tag_count
The SECRET Prestige AREA...! (COD WW2 Headquarters Tour),Ali-A,Gaming,357460,10563,1539,0.0339,0.908,neutral,GB,Thursday,18,56,29
ARS vs CHE 2-2 All Goals & Highlights 03/01/2018 HD,Wrsh98,Sports,1246408,7301,1025,0.0067,0.9273,neutral,FRANCE,Wednesday,21,51,10
Jurassic World: Fallen Kingdom - Final Trailer [HD],Universal Pictures,Entertainment,13892063,185037,17923,0.0146,0.9602,negative,US,Wednesday,15,51,0
WE MADE OUR MOM CRY...HER DREAM CAME TRUE!,Lucas and Marcus,Entertainment,8566954,139338,22957,0.0189,0.8769,positive,US,Sunday,18,42,30
"1,000,000 Dominoes Falling is Oddly SATISFYING",Hevesh5,Entertainment,1421466,17240,1606,0.0133,0.9314,positive,CANADA,Saturday,18,46,33
"Crime Patrol - Ep 897 - Full Episode - 18th February, 2018",SET India,Entertainment,245943,1511,201,0.007,0.878,negative,CANADA,Tuesday,12,58,32
Meet 13-Year-Old Who Took a Selfie With Justin Timberlake During Halftime Show,Inside Edition,News & Politics,270040,4952,820,0.0214,0.8963,neutral,US,Monday,15,78,21
EVERY FART EVER,Smosh,Comedy,1067802,42552,10165,0.0494,0.6978,neutral,US,Sunday,16,15,19
Ø§Ù„Ù‰ Ù…Ø§Ø¹Ù…Ø±Ùƒ Ø´ÙØªÙŠ Ù…Ø­Ù…Ø¯ Ø§Ù„Ø³Ø§Ø¯Ø³ ÙƒØ§ÙŠÙ‡Ø¶Ø± Ø¯Ø®Ù„ ØªÙØ±Ø¬  ØµÙˆØª ÙˆØ§Ø¶Ø­ ,Divers Tv,People & Blogs,115363,0,283,0.0025,0.0,neutral,FRANCE,Monday,13,97,4
To Our Daughter,Kylie Jenner,People & Blogs,51243149,0,0,0.0,0.0,neutral,GB,Sunday,20,15,5
Marvel Studios' Avengers: Infinity War - Official Trailer,Marvel Entertainment,Entertainment,51748905,1560412,193559,0.0339,0.9796,negative,US,Friday,13,57,16
å†çˆ†å¼·Xç´°ç¯€æ–°æ–™!æ›¾å¿—å‰ç¡¬ä¸Šè—æ½”ç‘› å®Œäº‹å¾Œé‚„å°å¥¹å†·ç¬‘ è—ç¾žæ†¤:ã€Œåˆ°ä»Šå¤©é‚„è¨˜å¾—é‚£å€‹å†·ç¬‘çš„æ¨£å­ã€,é¦™æ¸¯å¨›æ¨‚å°,Entertainment,300942,365,120,0.0016,0.6577,neutral,CANADA,Friday,14,128,73
All Time Low: Drugs & Candy (LIVE),All Time Low,Music,55649,4651,273,0.0885,0.9932,negative,GB,Monday,22,34,28
Royal Wedding - SNL,Saturday Night Live,Entertainment,8457468,65930,8347,0.0088,0.8239,neutral,US,Sunday,4,19,39
Alexa Activated Fire Blaster - How To,colinfurze,Entertainment,609614,19390,1390,0.0341,0.973,negative,US,Thursday,15,37,15
Tesla Semi truck and Roadster event in 9 minutes,The Verge,Science & Technology,1158594,25081,3934,0.025,0.9799,neutral,GB,Friday,6,48,11
MON PÃˆRE EST PLUS FORT QUE MOI ???,VINSKY,Sports,145673,15816,984,0.1153,0.9944,neutral,FRANCE,Wednesday,16,35,12
Giuliani to Cuomo: Mueller agreed to limit Trump interview,CNN,News & Politics,542887,2726,3644,0.0117,0.8329,positive,CANADA,Friday,12,58,9
NEW* TOO FACED UNICORN MAKEUP COLLECTION | HIT OR MISS..,Laura Lee,Howto & Style,723338,30199,30729,0.0842,0.9531,negative,US,Wednesday,22,56,23
10 Healthy Foods That Turned Out To Be Unhealthy!,MatthewSantoro,Education,236864,10658,1443,0.0511,0.9738,negative,CANADA,Thursday,16,49,20
MACKLEMORE FEAT DAVE B & TRAVIS THOMPSON - CORNER STORE (Official Music Video),Macklemore LLC,Music,4513621,138227,4666,0.0317,0.9756,neutral,GB,Thursday,17,78,33
Machine Gun Kelly - 27,MGKVEVO,Music,765278,62390,3582,0.0862,0.9931,negative,CANADA,Saturday,14,22,10
Thomas Rhett - Marry Me,ThomasRhettVEVO,Music,7987051,105719,3813,0.0137,0.9631,neutral,US,Monday,5,23,6
Christopher Robin Official Teaser Trailer,Disney Movie Trailers,Film & Animation,7794513,148574,18696,0.0215,0.9618,negative,GB,Tuesday,17,41,22
"Mabel, Not3s - Fine Line (Official Video)",MabelVEVO,Music,3317603,47013,1324,0.0146,0.9739,positive,GB,Thursday,8,41,5
kanye west / charlamagne interview,Kanye West,People & Blogs,8339546,165554,48248,0.0256,0.8954,neutral,GB,Tuesday,15,34,34
JUSTICE LEAGUE - Superman v. The Justice League RESCORED with Junkie XL/Hans Zimmer Music,ABdirector,Film & Animation,331282,3342,354,0.0112,0.9614,positive,GB,Thursday,2,89,40
Fallout 76 Full Reveal | Microsoft Xbox E3 2018 Press Conference,GameSpot,Gaming,910496,18069,3574,0.0238,0.9664,neutral,CANADA,Sunday,20,64,21
Should One Bad Apple Spoil the Holiday Party?,The Real Daytime,Entertainment,35741,470,121,0.0165,0.9216,positive,CANADA,Friday,17,45,8
Joe Rogan Experience #1066 - Mel Gibson & Dr. Neil Riordan,PowerfulJRE,People & Blogs,1391004,28413,9822,0.0275,0.9571,neutral,GB,Thursday,1,58,22
Floyd Mayweather Talks Potential MMA Fight | SHOWTIME CHAMPIONSHIP BOXING,SHOWTIME Sports,Sports,330600,3365,1603,0.015,0.9217,positive,US,Sunday,3,73,39
"Shields and Brooks on the Nunes memo aftermath, Trumpâ€™s State of the Union bump",PBS NewsHour,News & Politics,249913,1854,0,0.0074,0.7719,neutral,CANADA,Saturday,0,81,0
Lolywood - FrÃ¨re VS Soeur,Lolywood,Comedy,1744852,148254,3960,0.0872,0.9872,neutral,FRANCE,Sunday,14,26,11
The best dance ðŸ˜‚,Jojo Le ComÃ©dien,Comedy,6292,873,74,0.1505,0.9943,positive,FRANCE,Thursday,20,19,0
[SPECIAL VIDEO] NU'EST W(ë‰´ì´ìŠ¤íŠ¸W) & SEVENTEEN(ì„¸ë¸í‹´) - HEAVEN,Pledis Artist,Music,1207296,122579,8249,0.1084,0.9968,positive,GB,Thursday,15,71,8
Julia Michaels - Jump (Lyric Video) ft. Trippie Redd,JuliaMichaelsVEVO,Music,881422,34909,1124,0.0409,0.9902,neutral,US,Friday,4,52,5
8 TERRIBLES Erreurs qui ont coÃ»tÃ© trÃ¨s CHER,Aliotop,Sports,286170,9281,565,0.0344,0.9821,neutral,FRANCE,Wednesday,15,46,2
GET READY WITH ME | Halo Beauty Launch Day,Tati,Howto & Style,904517,0,0,0.0,0.0,positive,US,Friday,18,42,14
GAME OF CLONES - EPISODE 1 DU 26 FEVRIER 20,yu,Gaming,11855,59,10,0.0058,0.9077,neutral,FRANCE,Tuesday,1,43,0
Eminem - Walk On Water (Audio) ft. BeyoncÃ©,EminemVEVO,Music,20539417,840642,124236,0.047,0.9463,neutral,US,Friday,17,43,6
Our First Date,iHasCupquake,Gaming,463992,25840,3708,0.0637,0.9806,neutral,CANADA,Wednesday,20,14,26
Nostro et Urbain s'offrent des cadeaux pour NoÃ«l #unboxing,Topito,Entertainment,119903,8135,317,0.0705,0.9825,neutral,FRANCE,Friday,16,59,8
Man United vs Burnley 2-2 All Goals & Highlights 26/12/2017 HD,Wrsh98,Sports,517605,1784,393,0.0042,0.9084,positive,CANADA,Tuesday,18,62,5
Sadiq Khan interrompu en plein discours,euronews (en franÃ§ais),News & Politics,3804,37,45,0.0216,0.8043,neutral,FRANCE,Saturday,16,39,1
La Porte de l'Enfer (et autres lieux sympatoches),Ici Japon,Entertainment,45921,3402,323,0.0811,0.9861,neutral,FRANCE,Saturday,6,49,1
NCT 127 ì—”ì‹œí‹° 127 'TOUCH' MV,SMTOWN,Music,2463996,341482,38517,0.1542,0.9925,neutral,GB,Tuesday,15,32,51
Migos - Stir Fry (Audio),MigosVEVO,Music,1824815,62088,5249,0.0369,0.9664,neutral,US,Wednesday,11,24,8
G-Eazy & Halsey - Him & I (Audiovista Remix),Proximity,Entertainment,1741474,13829,258,0.0081,0.9655,neutral,GB,Tuesday,22,44,19
Hugh Masekela - Grazing In The Grass,Marc Leroy,Music,269725,2956,335,0.0122,0.9827,neutral,GB,Saturday,14,36,1
Ø§Ù„Ø¬Ø¯ÙŠØ¯ ØªÙ„ØªÙ‚ÙŠ Ù…Ø¹ Ù…Ø³Ø±Ø¨Ø© ÙÙŠØ¯ÙŠÙˆ Ø§Ù„ÙˆØ²ÙŠØ± Ø¬Ø¨Ø±Ø§Ù† Ø¨Ø§Ø³ÙŠÙ„,aljadeedonline,News & Politics,94188,177,151,0.0035,0.6556,neutral,CANADA,Monday,13,85,41
"A Perfect Circle - So Long, And Thanks For All The Fish [Audio]",APerfectCircleVEVO,Music,2149075,25427,5177,0.0142,0.9093,positive,GB,Monday,15,63,17
THE BEST AND WORST OF 2017,Smosh,Comedy,416728,26949,3702,0.0736,0.9833,neutral,CANADA,Wednesday,17,26,19
Drop the Mic: Pentatonix vs Bell Biv Devoe - FULL BATTLE | TBS,TBS,Entertainment,838817,14025,1998,0.0191,0.9046,negative,GB,Wednesday,11,62,32
MILCK - This Is Not The End [Official Audio],MILCK,Music,5092,301,17,0.0624,0.9901,neutral,US,Thursday,4,44,4
Dating a Sociopath | Hannah Stocking,Hannah Stocking,Comedy,1992386,81058,3002,0.0422,0.9711,neutral,US,Wednesday,17,36,21
What just happened,Lenarr Young,Comedy,684491,44873,4313,0.0719,0.9802,neutral,US,Monday,2,18,10
What Did We Destroy With Paint Thinner?,Good Mythical Morning,Entertainment,466648,7486,324,0.0167,0.9764,negative,CANADA,Friday,10,39,18
NORMAN - NOÃ‹L,NORMAN FAIT DES VIDÃ‰OS,Comedy,4999117,328333,13467,0.0684,0.9766,neutral,CANADA,Wednesday,16,14,58
[ASMR] Scratching Different Objects â™¡,Gibi ASMR,Entertainment,813766,16187,5538,0.0267,0.8617,neutral,US,Friday,1,39,29
NOS MUSICAL.LY ! [3] ðŸ˜‚,Sisters Alipour,Comedy,189173,8293,1255,0.0505,0.9701,neutral,FRANCE,Sunday,20,25,0
WE WANT TO TALK ABOUT OUR MARRIAGE,CaseyNeistat,People & Blogs,2400741,92831,21714,0.0477,0.9235,positive,US,Monday,17,34,1
H3 Watches Bad Olympians,H3 Podcast Highlights,People & Blogs,525335,10213,1128,0.0216,0.9406,negative,CANADA,Saturday,3,24,9
Azealia Banks - Anna Wintour,AzealiaBanksVEVO,Music,1003775,61877,11816,0.0734,0.8946,neutral,CANADA,Thursday,15,28,11
La prÃ©paration d'un mariage avec les Bodin's (Voo Rire de LiÃ¨ge 2017),Les Bodin's - Officiel,Comedy,17011,268,10,0.0163,0.9817,neutral,FRANCE,Wednesday,12,71,0
LES PIRES OBJETS SUR LES SITES CHINOIS ! #2,Amixem,Comedy,2373548,159283,7001,0.0701,0.9757,neutral,CANADA,Thursday,18,43,12
WoahVicky Gets Locked Up,Triggered Tro,Entertainment,432796,41162,4320,0.1051,0.9947,neutral,CANADA,Thursday,23,24,17
Terra Incognita Episode 8- Des remÃ¨des et des soins trÃ¨s simples et si puissants -.regenere.org,Regenere / Thierry Casasnovas,Education,7688,341,0,0.0443,0.9552,neutral,FRANCE,Tuesday,13,97,25
JRE MMA Show #27 with Robin Black,PowerfulJRE,People & Blogs,380438,4303,1365,0.0149,0.9144,neutral,GB,Tuesday,21,33,20
FESTIVAL RAINBOW MAKEUP & LOOKBOOK,James Charles,Entertainment,4460561,190263,20066,0.0472,0.953,positive,US,Tuesday,21,34,26
Swatch & Double Makeup | JUVIA'S PLACE MASQUERADE PALETTE,Ayo Coralie,Howto & Style,16913,1472,99,0.0929,0.9939,neutral,FRANCE,Wednesday,16,57,10
Kraft Super Bowl Commercial 2018 Family Greatly,Kraft Brand,People & Blogs,211119,466,99,0.0027,0.618,positive,US,Monday,2,47,17
Nintendo Direct: E3 2018,Nintendo,Gaming,794415,21957,7969,0.0377,0.867,neutral,GB,Tuesday,16,24,37
Thomas Train Stunts,5MadMovieMakers,Entertainment,5426295,94942,7987,0.019,0.9608,neutral,GB,Monday,19,19,43
Anonymous - Events That are Shocking The World... (2018-2019),Anonymous Official,News & Politics,340815,5362,1558,0.0203,0.9074,negative,CANADA,Saturday,20,61,11
The first plant to become a venus fly trap,CalebCity,Comedy,623588,46613,2691,0.0791,0.9854,negative,CANADA,Wednesday,1,42,3
The Untold Truth Of Krispy Kreme,Mashed,Entertainment,118359,1470,369,0.0155,0.9063,positive,CANADA,Monday,20,32,24
Jerry Rice Answers Football Questions From Twitter | Tech Support | WIRED,WIRED,Sports,34230,1091,212,0.0381,0.9715,positive,US,Thursday,21,73,28
THUG LIFE 3 - Ã‰PISODE 2,Le Monde Ã  L'Envers,Comedy,358962,23571,1701,0.0704,0.9833,neutral,FRANCE,Thursday,17,24,29
Eminem - Untouchable (Audio),EminemVEVO,Music,5448470,313981,76540,0.0717,0.9229,neutral,CANADA,Friday,5,28,18
Can you solve the penniless pilgrim riddle? - Daniel Finkel,TED-Ed,Education,188156,9581,768,0.055,0.9823,positive,CANADA,Monday,15,59,10
The Original Maserati Ghibli Proves Maserati Was Once Great,Doug DeMuro,Autos & Vehicles,672513,15618,4094,0.0293,0.9639,positive,US,Thursday,16,59,10
PrÃ©sentation de l'Azeroth et de la DPRO de chez Coilart,Vap' Extreme,Entertainment,2643,154,27,0.0685,0.9686,neutral,FRANCE,Thursday,12,56,7
Westworld Season 2 | Official Super Bowl LII Ad | HBO,HBO,Film & Animation,10385748,31250,2362,0.0032,0.9645,positive,GB,Monday,2,53,37
Doing CRAZY THINGS for MONEY,AzzyLand,Entertainment,553991,16438,5399,0.0394,0.9677,negative,CANADA,Thursday,19,28,8
Nintendo Switch Nindies Showcase Spring 2018,Nintendo,Gaming,519577,13309,3694,0.0327,0.8889,neutral,US,Tuesday,16,44,40
LIA A FAIT UN ACCIDENT AVEC LA MOTO CROSS DE MOMO !,GameMixTreize,Gaming,118263,10067,519,0.0895,0.9415,negative,FRANCE,Monday,15,51,8
Maroon 5 - Wait,Maroon5VEVO,Music,12742106,327428,13285,0.0267,0.9666,neutral,GB,Wednesday,17,15,6
HOLO CAPPUCCINO | DIY Diamond Cappuccino test (maybe don't drink this?),Simply Nailogical,Entertainment,2259888,99803,15766,0.0511,0.9893,positive,US,Wednesday,23,71,33
Hereditary Angry Movie Review,AngryJoeShow,Gaming,236633,5630,1328,0.0294,0.9243,negative,GB,Friday,18,29,8
"Royce da 5'9 - Caterpillar ft. Eminem, King Green",RoyceDa59VEVO,Music,13599234,311398,32080,0.0253,0.9715,neutral,GB,Thursday,15,49,36
Maluma - X (The Film),MalumaVEVO,Music,6213463,277933,17783,0.0476,0.9496,neutral,GB,Friday,5,21,22
Spill Your Guts or Fill Your Guts w/ Kim Kardashian,The Late Late Show with James Corden,Entertainment,11217517,216489,11975,0.0204,0.9608,neutral,US,Thursday,6,51,26
Tyron Woodley Breaks Down Tekashi69 LAX Brawl | The Hollywood Beatdown,TMZSports,Sports,177994,742,538,0.0072,0.726,neutral,GB,Friday,21,70,32
TOILET Restaurant and Hello Kitty - The CRAZIEST Restaurants in Taiwan!,Best Ever Food Review Show,Travel & Events,85183,3301,446,0.044,0.9772,negative,CANADA,Sunday,12,71,18
Donald Trump Is Coming For Your Guns | The Daily Show With Trevor Noah,Comedy Central UK,Comedy,141188,2124,338,0.0174,0.9761,neutral,CANADA,Friday,11,70,35
Back To The Past,Studio C,Comedy,134208,5916,844,0.0504,0.9748,neutral,CANADA,Friday,23,16,33
Chloe Grace Moretz on Louis C.K. and the #MeToo movement,Variety,Entertainment,368465,1348,2406,0.0102,0.2105,positive,US,Saturday,0,56,2
The Last Guest 2 - A Sad Roblox Movie Official Trailer,ObliviousHD,Entertainment,130710,14558,10406,0.191,0.9897,negative,CANADA,Saturday,19,54,3
Ù…Ø³Ù„Ø³Ù„ Ø­Ø¨ Ø§Ø¨ÙŠØ¶ Ùˆ Ø§Ø³ÙˆØ¯ Ø§Ù„Ø­Ù„Ù‚Ø© 27 Ø§Ù„Ù‚Ø³Ù… 38 Ù…ØªØ±Ø¬Ù…,turki 3sk,Music,247128,1389,81,0.0059,0.9347,neutral,FRANCE,Tuesday,14,77,0
Japanese Steak - THICK WAGYU BEEF at Shima Steak (è¥¿æ´‹æ–™ç† å³¶) â€” Best of Tokyo Food Tour!,Mark Wiens,Travel & Events,181422,7262,792,0.0444,0.9771,positive,CANADA,Sunday,13,96,24
LUTIN - LA RUE (Prod.YungSpliff),G-ISLANDS - TENDANCES,Music,44106,2370,123,0.0565,0.9749,neutral,FRANCE,Wednesday,16,32,11
Lonzo Ball RUNS AWAY FROM LEBRON JAMES DUNK - LeBron James vs Lonzo Ball - Cavaliers vs Lakers,CliveNBAParody,Sports,103798,827,271,0.0106,0.8606,neutral,GB,Friday,2,94,27
Carrie Underwood Performs For First Time Since Face Injury at the ACM Awards,Entertainment Tonight,People & Blogs,239658,490,196,0.0029,0.9024,positive,CANADA,Monday,6,76,11
Made in Miami (Artist Spotlight Story) - Camila Cabello,Camila Cabello,Music,1369387,138077,10380,0.1084,0.9895,neutral,US,Tuesday,16,55,14
Tera Pind | R Nait | Official Music Video | Humble Music,Humble Music,Music,1580310,30417,2051,0.0205,0.9538,neutral,CANADA,Monday,2,56,14
The FASTEST Grand Mac Meal Ever Eaten (under 1 Minute!!),Matt Stonie,Entertainment,3966380,117643,17034,0.034,0.9337,positive,US,Saturday,1,56,13
Top 10 des SCANDALES HONTEUX qui ont mis fin Ã  une carriÃ¨re ! # 2,WatchMojo FranÃ§ais,Entertainment,76661,2138,174,0.0302,0.9596,positive,FRANCE,Tuesday,14,67,25
FranÃ§ois Hollande rÃ©pond aux questions d'Hugo ClÃ©ment,Konbini,Entertainment,73527,3065,396,0.0471,0.948,neutral,FRANCE,Friday,10,56,9
Roadster Test Ride,Now You Know,Science & Technology,713127,4078,353,0.0062,0.9285,neutral,GB,Friday,6,18,50
Uppum Mulakumâ”‚Flowersâ”‚EP# 617,Flowers Comedy,Entertainment,505662,5428,867,0.0124,0.9339,neutral,CANADA,Saturday,14,33,23
FEEDING my HUNGRY TARANTULAS !!!,Exotics Lair,Pets & Animals,93657,4752,1213,0.0637,0.991,neutral,CANADA,Sunday,14,32,31
iKON - â€˜ì‚¬ëž‘ì„ í–ˆë‹¤(LOVE SCENARIO)â€™ M/V,iKON,Music,15251853,579945,65727,0.0423,0.9887,neutral,GB,Thursday,9,48,10
The Ginger Ed Man,Spotify,Music,70041,2168,141,0.033,0.9551,neutral,US,Wednesday,17,17,16
Team USA Dances Into Olympics â€˜Gangnam Styleâ€™,Inside Edition,News & Politics,769428,6103,3476,0.0124,0.5675,neutral,US,Friday,23,49,13
Houston Rockets vs Minnesota Timberwolves Full Game Highlights / Game 1 / 2018 NBA Playoffs,MLG Highlights,Sports,2021494,7675,2042,0.0048,0.9406,neutral,FRANCE,Monday,3,91,22
Professional Scrabble Players Replay Their Greatest Moves | The New Yorker,The New Yorker,Entertainment,42337,395,31,0.0101,0.9611,positive,GB,Thursday,20,74,28
The Triangle Shirtwaist Fire - Horror in Manhattan - Extra History,Extra Credits,Education,285216,14100,2097,0.0568,0.9805,negative,US,Saturday,17,66,22
Christmas Queens - Let It Snow [Official Video],PEG Management,Music,33067,833,132,0.0292,0.9402,neutral,GB,Friday,9,47,12
Ty Dolla $ign - Pineapple feat. Gucci Mane & Quavo [Lyric Video],Ty Dolla $ign,Music,2815323,69243,2002,0.0253,0.9746,positive,GB,Friday,4,64,24
"Questions-RÃ©ponses : J. KABILA face Ã  la presse, parle des marches et des journalistes mÃ©diocres",CleboaPointCom News,Gaming,12623,32,126,0.0125,0.1749,neutral,FRANCE,Friday,17,99,5
Southwest 1380 (engine failure 4/17/2018) ENTIRE EVENT: actual multi-sector ATC audio,ATC Memes,Entertainment,952018,7576,1729,0.0098,0.9734,negative,CANADA,Tuesday,22,85,21
CASTE SOCIALE  SAISON 3 Ã‰PISODE 4,Wagadou Film OFFICIEL,People & Blogs,23245,903,216,0.0481,0.9762,neutral,FRANCE,Sunday,19,34,13
Apple HomePod review,The Verge,Science & Technology,374333,11580,1553,0.0351,0.9429,neutral,US,Tuesday,13,20,16
OCEAN'S 8 - Official Main Trailer,Warner Bros. Pictures,Entertainment,6641272,27908,6470,0.0052,0.6687,neutral,CANADA,Thursday,16,33,25
Le mÃ©ga quiz des Espoirs du cinÃ©ma,Konbini,Entertainment,9169,360,25,0.042,0.9399,neutral,FRANCE,Sunday,20,36,9
Extremeley Satisfying Compilation( 99Ùª will be satisfied ),10-Minutes Satisfaction,Entertainment,2103720,13222,714,0.0066,0.9007,positive,FRANCE,Monday,0,59,25
Pitch Perfect 3 Cast Recaps The First Two Pitch Perfect Movies in 7 Minutes | Vanity Fair,Vanity Fair,Entertainment,461208,9978,375,0.0224,0.9885,positive,GB,Thursday,21,89,23
FULL FACE OF YOUTUBER CHRISTMAS PRESENTS,James Charles,Entertainment,1783227,136825,11451,0.0832,0.9609,neutral,US,Friday,21,40,30
JE DESSINE avec DU SEL ?! [DÃ©fi],TutoDraw,Howto & Style,270315,16936,6996,0.0885,0.9913,neutral,FRANCE,Saturday,9,33,18
â€˜The Hamilton Polkaâ€™ - Weird Al Yankovic,Hamilton: An American Musical,Film & Animation,718233,36839,2876,0.0553,0.9918,negative,CANADA,Friday,5,44,0
"Les princes et les princesses de lâ€™amour â€“ Episode 13, VidÃ©o du 20 DÃ©cembre 2017",TV Show,Entertainment,14500,55,9,0.0044,0.8333,neutral,FRANCE,Thursday,1,86,13
J+1,Le Sport avec CANAL,Sports,293236,4982,146,0.0175,0.9744,neutral,FRANCE,Sunday,20,3,2
REAL CONVERSATIONS: I'm Pro-Gun (2nd Edition) | Change My Mind,StevenCrowder,Comedy,187686,21157,8063,0.1557,0.9924,neutral,CANADA,Wednesday,2,62,35
A Dad Didn't Brush His Teeth For 40 Days. This Is What Happened To His Kidneys.,Chubbyemu,Science & Technology,435765,23131,4578,0.0636,0.9641,neutral,US,Monday,20,79,18
iPad Pro â€” Augment Reality â€” Apple,Apple Canada,Science & Technology,7855,67,0,0.0085,0.6768,neutral,CANADA,Thursday,17,38,22
Christopher Robin Official Teaser Trailer,Disney Movie Trailers,Film & Animation,6406289,133832,16964,0.0235,0.9622,negative,GB,Tuesday,17,41,22
Geet De Wargi - Tarsem Jassar (Full Song) Latest Punjabi Songs 2018 | Vehli Janta Records,VehliJantaRecords,Music,1757843,66396,5084,0.0407,0.9827,neutral,CANADA,Friday,4,89,25
"THE MAN WHO KILLED DON QUIXOTE Trailer # 2  (NEW 2018) Adam Driver, Terry Gilliam Movie HD",ONE Media,Film & Animation,427322,3537,403,0.0092,0.9643,negative,GB,Monday,12,90,12
Decorating Our Christmas Tree & Princess Dress | Vlogmas Days 3 & 4,Tanya Burr,Howto & Style,141529,5659,234,0.0416,0.9754,neutral,US,Tuesday,15,67,23
Falcon Heavy Test Flight,SpaceX,Science & Technology,21188541,389487,39232,0.0202,0.9681,neutral,GB,Tuesday,21,24,0
LA MEILLEURE SOIRÃ‰E DE YOUTUBE,Simon Puech,Entertainment,37126,4352,227,0.1233,0.9808,neutral,FRANCE,Wednesday,17,31,38
The Bipartisan Pastime Of Harassing Women,The Late Show with Stephen Colbert,Entertainment,1291361,16081,2877,0.0147,0.9215,negative,US,Friday,8,41,30
Take a Break: The Forum General Manager,The Late Late Show with James Corden,Entertainment,1560395,52035,3480,0.0356,0.9867,neutral,GB,Friday,5,39,26
Waking Up With Ariana Grande | British Vogue,British Vogue,Entertainment,1289326,64960,2277,0.0521,0.977,neutral,US,Friday,14,44,11
What just happened,Lenarr Young,Comedy,596464,42506,4208,0.0783,0.9808,neutral,US,Monday,2,18,10
LAST MINUTE SHOPPING FOR OUR TRIP TO VEGAS | VLOG 52,Inthefrow,Howto & Style,29455,1183,116,0.0441,0.9801,neutral,GB,Thursday,19,52,11
FULL STREAM | Yerry Mina's unveiling as a BarÃ§a player,FC Barcelona,Entertainment,496086,14109,139,0.0287,0.9712,neutral,US,Saturday,13,55,14
Nicolas Dupont-Aignan face Ã  Jean-Jacques Bourdin : Wauquiez parle comme Le Pen... 21/03,Marina Grim,News & Politics,10284,77,67,0.014,0.77,neutral,FRANCE,Wednesday,9,89,9
[MV] MOMOLAND (ëª¨ëª¨ëžœë“œ) _ BBoom BBoom (ë¿œë¿œ),1theK (ì›ë”ì¼€ì´),Music,303966,31766,4317,0.1187,0.9747,neutral,CANADA,Wednesday,9,51,30
"Matt (LPDLA5) dÃ©voile son gros mensonge fait Ã  la Prod, Accuse Marvin de vol & dit tout sur MÃ©lanie!",sam zirah,People & Blogs,163175,2288,422,0.0166,0.9233,negative,FRANCE,Friday,16,103,17
State Champs Crystal Ball,Pure Noise Records,Film & Animation,190456,4923,436,0.0281,0.982,positive,GB,Sunday,19,25,14
ONLY A FOOL WOULD IGNORE THIS....,A Call For An Uprising,People & Blogs,63184,2885,1553,0.0702,0.9671,negative,CANADA,Sunday,18,33,0
